timestamp,id,p1_action,gt_p1_action,p2_action,gt_p2_action,response_time,is_p1_action_correct,is_p2_action_correct
1678861120.376316,4927,shoot,reload,none,none,0.13294219970703125,False,True
1678861120.4397123,4927,shoot,shoot,none,none,0.039608001708984375,True,True
1678861120.5177517,4927,shoot,grenade,none,none,0.054514169692993164,False,True
1678861120.7960076,4927,shoot,reload,none,none,0.23973608016967773,False,True
1678861120.87407,4927,shoot,grenade,none,none,0.043065547943115234,False,True
1678861121.0901194,4927,shoot,shoot,none,none,0.19895434379577637,True,True
1678861121.364756,4927,shoot,reload,none,none,0.2550013065338135,False,True
1678861121.529537,4927,shoot,shoot,none,none,0.14786934852600098,True,True
1678861121.7588809,4927,shoot,shoot,none,none,0.21055865287780762,True,True
1678861121.8697958,4927,shoot,grenade,none,none,0.09228372573852539,False,True
1678861122.0735116,4927,shoot,shield,none,none,0.18407320976257324,False,True
1678861122.2459502,4927,shoot,reload,none,none,0.1539478302001953,False,True
1678861122.4719093,4927,shoot,shield,none,none,0.20670843124389648,False,True
1678861122.5890172,4927,shoot,shoot,none,none,0.09944820404052734,True,True
1678861122.7417138,4927,shoot,shield,none,none,0.13514113426208496,False,True
1678861123.0988955,4927,invalid,shoot,none,none,0.33983874320983887,False,True
1678861175.0568802,4927,invalid,grenade,none,none,0.00209808349609375,False,True
1678861506.1877875,3534,shoot,shoot,none,none,50.739299297332764,True,True
1678861506.3111117,3534,shoot,shoot,none,none,0.09929823875427246,True,True
1678861506.4713378,3534,shoot,shield,none,none,0.14321684837341309,False,True
1678861506.6565237,3534,shoot,reload,none,none,0.1661829948425293,False,True
1678861507.0278256,3534,shoot,reload,none,none,0.2708876132965088,False,True
1678861507.1700933,3534,shoot,grenade,none,none,0.12461662292480469,False,True
1678861507.3785977,3534,shoot,shield,none,none,0.18967032432556152,False,True
1678861507.553211,3534,shoot,shield,none,none,0.15720295906066895,False,True
1678861507.750824,3534,shoot,shoot,none,none,0.18016743659973145,True,True
1678861508.0602868,3534,shoot,grenade,none,none,0.29160308837890625,False,True
1678861508.285129,3534,shoot,shoot,none,none,0.20764803886413574,True,True
1678861508.489112,3534,shoot,shoot,none,none,0.1861100196838379,True,True
1678861508.569434,3534,shoot,grenade,none,none,0.061377763748168945,False,True
1678861508.6883132,3534,shoot,reload,none,none,0.10124635696411133,False,True
1678861508.8510242,3534,shoot,grenade,none,none,0.14456558227539062,False,True
1678861508.9723363,3534,shoot,reload,none,none,0.10097980499267578,False,True
1678861509.1954515,3534,shoot,shield,none,none,0.20399689674377441,False,True
1678861509.3888626,3534,shoot,shoot,none,none,0.1756143569946289,True,True
1678861800.0519516,3534,invalid,shoot,none,none,0.0021522045135498047,False,True
1678862174.8369913,9352,shoot,grenade,none,none,23.6129150390625,False,True
1678862175.2690036,9352,shoot,reload,none,none,0.40679335594177246,False,True
1678862175.8859549,9352,shoot,shield,none,none,0.5975167751312256,False,True
1678862176.5040724,9352,shoot,reload,none,none,0.6005659103393555,False,True
1678862178.4302506,9352,shoot,shoot,none,none,1.9087855815887451,True,True
1678862205.9950228,9352,shoot,shoot,none,none,27.546331644058228,True,True
1678862206.5318391,9352,shoot,grenade,none,none,0.5187528133392334,False,True
1678862207.9005675,9352,shoot,grenade,none,none,1.3516969680786133,False,True
1678862208.3261402,9352,shoot,shoot,none,none,0.407240629196167,True,True
1678862209.1742654,9352,shoot,reload,none,none,0.8275909423828125,False,True
1678862209.8073373,9352,shoot,shoot,none,none,0.6125297546386719,True,True
1678862210.991148,9352,shoot,shield,none,none,1.1627581119537354,False,True
1678862211.9211862,9352,shoot,shoot,none,none,0.9121403694152832,True,True
1678862302.7958097,9919,shoot,shoot,none,none,42.49632930755615,True,True
1678862316.2138116,9919,shoot,grenade,none,none,13.391910076141357,False,True
1678862322.104172,9919,shoot,shoot,none,none,5.870999336242676,True,True
1678862328.291477,9919,shoot,grenade,none,none,6.15911078453064,False,True
1678862344.3100865,9919,shoot,shoot,none,none,15.998250246047974,True,True
1678862481.222556,3222,None,None,None,None,60.001853704452515,True,True
1678862630.636801,7468,None,None,None,None,60.00184392929077,True,True
1678863182.7077208,1326,None,None,None,None,60.00395917892456,True,True
1678863195.7514863,1326,shoot,shoot,none,none,13.006875276565552,True,True
1678863195.8245683,1326,shoot,shield,none,none,0.053391218185424805,False,True
1678863196.0293624,1326,shoot,shoot,none,none,0.18538212776184082,True,True
1678863196.119224,1326,shoot,shield,none,none,0.07023024559020996,False,True
1678863196.2219143,1326,shoot,shoot,none,none,0.08458709716796875,True,True
1678863196.3582635,1326,shoot,shield,none,none,0.11719918251037598,False,True
1678863196.4768248,1326,shoot,shoot,none,none,0.09922456741333008,True,True
1678863196.5195186,1326,shoot,grenade,none,none,0.021078824996948242,False,True
1678863196.5872345,1326,shoot,shield,none,none,0.046193838119506836,False,True
1678863196.6091995,1326,shoot,reload,none,none,0.0023136138916015625,False,True
1678863196.6415954,1326,shoot,grenade,none,none,0.013485431671142578,False,True
1678863196.676579,1326,shoot,reload,none,none,0.01597428321838379,False,True
1678863196.7147558,1326,shoot,reload,none,none,0.01996135711669922,False,True
1678863196.775165,1326,shoot,shoot,none,none,0.04156661033630371,True,True
1678863196.8489356,1326,shoot,shoot,none,none,0.05502581596374512,True,True
1678863196.9272318,1326,shoot,reload,none,none,0.05926394462585449,False,True
1678863635.299226,2786,shoot,shield,none,none,36.927019357681274,False,True
1678863646.4976733,2786,shoot,shoot,none,none,11.173674583435059,True,True
1678863652.1164286,2786,shoot,shield,none,none,5.600045204162598,False,True
1678863656.138857,2786,shoot,grenade,none,none,3.439703941345215,False,True
1678863660.4032648,2786,shoot,shoot,none,none,4.246359825134277,True,True
1678863683.2710512,2786,shoot,reload,none,none,22.849709510803223,False,True
1678863822.549269,5295,shoot,grenade,none,none,59.42818474769592,False,True
1678863823.1122608,5295,shoot,reload,none,none,0.536475658416748,False,True
1678863823.5944068,5295,shoot,shoot,none,none,0.46336865425109863,True,True
1678863823.6514714,5295,shoot,shield,none,none,0.03818225860595703,False,True
1678863823.7241251,5295,shoot,shoot,none,none,0.05329418182373047,True,True
1678863823.769077,5295,shoot,grenade,none,none,0.025660276412963867,False,True
1678863823.9691548,5295,shoot,reload,none,none,0.18013763427734375,False,True
1678863824.1699905,5295,shoot,shield,none,none,0.18051719665527344,False,True
1678863824.276656,5295,shoot,shield,none,none,0.08853387832641602,False,True
1678863824.3380265,5295,shoot,reload,none,none,0.041825294494628906,False,True
1678863824.6133723,5295,shoot,shoot,none,none,0.255784273147583,True,True
1678863824.6838255,5295,shoot,shield,none,none,0.052102088928222656,False,True
1678863824.7831867,5295,shoot,reload,none,none,0.0799558162689209,False,True
1678863824.8580294,5295,shoot,shoot,none,none,0.05728316307067871,True,True
1678863824.9470334,5295,shoot,shoot,none,none,0.07099175453186035,True,True
1678863825.2304854,5295,shoot,grenade,none,none,0.2645270824432373,False,True
1678863825.8657026,5295,shoot,shoot,none,none,0.6163434982299805,True,True
1678863825.9019823,5295,invalid,shoot,none,none,0.01719808578491211,False,True
1678867007.7951744,1394,shoot,shoot,none,none,21.680657148361206,True,True
1678867007.9724984,1394,shoot,shoot,none,none,0.13656330108642578,True,True
1678867008.5578663,1394,shoot,shield,none,none,0.5675389766693115,False,True
1678867008.6489754,1394,shoot,grenade,none,none,0.07208752632141113,False,True
1678867008.7085242,1394,shoot,shoot,none,none,0.03951549530029297,True,True
1678867008.7758188,1394,shoot,shoot,none,none,0.04691886901855469,True,True
1678867010.055248,1394,shoot,grenade,none,none,1.2596328258514404,False,True
1678867010.599787,1394,shoot,shield,none,none,0.04349470138549805,False,True
1678867010.7026749,1394,shoot,reload,none,none,0.08418130874633789,False,True
1678867010.827908,1394,shoot,grenade,none,none,0.1054527759552002,False,True
1678867010.900823,1394,shoot,reload,none,none,0.05488252639770508,False,True
1678867010.9794214,1394,shoot,reload,none,none,0.06069183349609375,False,True
1678867011.0474117,1394,shoot,shield,none,none,0.04994845390319824,False,True
1678867011.0968492,1394,shoot,grenade,none,none,0.031986236572265625,False,True
1678867011.1701338,1394,shoot,shoot,none,none,0.05512189865112305,True,True
1678867011.2488275,1394,shoot,shoot,none,none,0.060919761657714844,True,True
1678867011.3255813,1394,invalid,shield,none,none,0.05867195129394531,False,True
1678867426.2778552,8914,None,None,None,None,60.00170588493347,True,True
1678867680.8937979,3501,None,None,None,None,60.00153732299805,True,True
1678867740.917726,3501,None,None,None,None,60.00152063369751,True,True
1678868215.8309808,6113,shoot,shoot,none,none,28.63520050048828,True,True
1678868219.7407248,6113,shoot,shoot,none,none,3.8860161304473877,True,True
1678868221.5202672,6113,shoot,grenade,none,none,1.7615056037902832,False,True
1678868827.3417034,2543,shoot,grenade,none,none,10.685156106948853,False,True
1678868831.3584957,2543,shoot,shoot,none,none,3.993034601211548,True,True
1678868846.0309172,2543,shoot,shoot,none,none,14.654444217681885,True,True
1678868849.457478,2543,shoot,reload,none,none,3.407721519470215,False,True
1678869221.9781873,1284,shoot,shoot,none,none,21.09529757499695,True,True
1678869222.052326,1284,shoot,shoot,none,none,0.050138235092163086,True,True
1678869222.1270516,1284,shoot,reload,none,none,0.056001901626586914,False,True
1678869222.2016377,1284,shoot,grenade,none,none,0.056664228439331055,False,True
1678869222.26882,1284,shoot,shoot,none,none,0.04912590980529785,True,True
1678869222.3405704,1284,shoot,grenade,none,none,0.05396080017089844,False,True
1678869222.4124358,1284,shoot,shoot,none,none,0.054032325744628906,True,True
1678869222.4842641,1284,shoot,grenade,none,none,0.054147958755493164,False,True
1678869222.5661983,1284,shoot,shield,none,none,0.06431102752685547,False,True
1678869222.6434598,1284,shoot,shoot,none,none,0.05931591987609863,True,True
1678869222.7274435,1284,shoot,grenade,none,none,0.06468009948730469,False,True
1678869222.799428,1284,shoot,shoot,none,none,0.05418968200683594,True,True
1678869222.8815403,1284,invalid,shoot,none,none,0.06430315971374512,False,True
1678869223.0503397,1284,invalid,reload,none,none,0.1510920524597168,False,True
1678869223.1277068,1284,shoot,shield,none,none,0.05926012992858887,False,True
1678869223.2001476,1284,shoot,reload,none,none,0.05442976951599121,False,True
1678869223.4195726,1284,shoot,shield,none,none,0.20174479484558105,False,True
1678869223.501847,1284,shoot,reload,none,none,0.06449365615844727,False,True
1678869276.5821552,3056,shoot,reload,none,none,17.015225648880005,False,True
1678869276.658103,3056,shoot,reload,none,none,0.0481717586517334,False,True
1678869276.7287893,3056,shoot,shield,none,none,0.04887247085571289,False,True
1678869276.8081114,3056,shoot,reload,none,none,0.0588536262512207,False,True
1678869276.8849168,3056,shoot,reload,none,none,0.054544687271118164,False,True
1678869276.9646096,3056,shoot,grenade,none,none,0.059125423431396484,False,True
1678869277.0461454,3056,shoot,shoot,none,none,0.05919504165649414,True,True
1678869277.125631,3056,shoot,shoot,none,none,0.05913519859313965,True,True
1678869277.2068393,3056,shoot,shoot,none,none,0.0592653751373291,True,True
1678869277.2866106,3056,shoot,shoot,none,none,0.05896806716918945,True,True
1678869277.367222,3056,shoot,grenade,none,none,0.059182167053222656,False,True
1678869277.4465783,3056,shoot,shoot,none,none,0.059076786041259766,True,True
1678869277.5274913,3056,shoot,shield,none,none,0.05939030647277832,False,True
1678869277.61767,3056,shoot,shield,none,none,0.06933975219726562,False,True
1678869277.7039871,3056,shoot,shoot,none,none,0.06465768814086914,True,True
1678869277.7899458,3056,invalid,grenade,none,none,0.06432414054870605,False,True
1678869277.8754542,3056,invalid,shield,none,none,0.0643301010131836,False,True
1678869452.215602,952,shoot,grenade,none,none,27.52423882484436,False,True
1678869454.9862661,952,shoot,shoot,none,none,2.7448928356170654,True,True
1678870131.7155216,4068,shoot,shoot,none,none,12.145948648452759,True,True
1678870136.0530226,4068,shoot,grenade,none,none,4.312604904174805,False,True
1678870139.8098028,4068,shoot,reload,none,none,3.739166259765625,False,True
1678870143.925692,4068,shoot,shoot,none,none,4.097713947296143,True,True
1678870148.0541518,4068,shoot,shoot,none,none,4.110235691070557,True,True
1678870364.316294,6040,None,reload,none,none,10.745441198348999,False,True
1678870367.5574276,6040,shoot,reload,none,none,3.215683698654175,False,True
1678870371.5939214,6040,None,shoot,none,none,4.017574310302734,False,True
1678870375.769319,6040,None,shoot,none,none,4.156543493270874,False,True
1678870379.8772194,6040,None,shield,none,none,4.0895514488220215,False,True
1678870383.9939666,6040,None,shield,none,none,4.098026990890503,False,True
1678870387.35578,6040,shoot,shoot,none,none,3.3418304920196533,True,True
1678870387.608424,6040,shoot,shoot,none,none,0.2338404655456543,True,True
1678870387.6710265,6040,shoot,grenade,none,none,0.04378771781921387,False,True
1678870387.733413,6040,shoot,shield,none,none,0.04378819465637207,False,True
1678870387.8371325,6040,shoot,shoot,none,none,0.08435654640197754,True,True
1678870387.913539,6040,shoot,grenade,none,none,0.057334184646606445,False,True
1678870388.0016499,6040,shoot,reload,none,none,0.06938004493713379,False,True
1678870388.0860643,6040,shoot,reload,none,none,0.06434416770935059,False,True
1678870388.1658812,6040,shoot,grenade,none,none,0.06165623664855957,False,True
1678870388.2439196,6040,shoot,shoot,none,none,0.05912590026855469,True,True
1678870388.3369598,6040,invalid,shield,none,none,0.07443022727966309,False,True
1678870456.660359,4198,None,reload,none,none,14.425865411758423,False,True
1678870458.7583058,4198,shoot,reload,none,none,2.0723187923431396,False,True
1678870459.0551572,4198,shoot,shoot,none,none,0.27839112281799316,True,True
1678870459.1226063,4198,shoot,shield,none,none,0.04892921447753906,False,True
1678870459.1949048,4198,shoot,grenade,none,none,0.05301523208618164,False,True
1678870459.2626312,4198,shoot,shoot,none,none,0.04895353317260742,True,True
1678870459.3147838,4198,shoot,shield,none,none,0.03321409225463867,False,True
1678870459.3821294,4198,shoot,grenade,none,none,0.04948139190673828,False,True
1678870459.551423,4198,shoot,shield,none,none,0.15092849731445312,False,True
1678870459.5937574,4198,shoot,shoot,none,none,0.02448248863220215,True,True
1678870459.690822,4198,shoot,reload,none,none,0.07568717002868652,False,True
1678870459.7614455,4198,shoot,shoot,none,none,0.0501093864440918,True,True
1678870459.8706713,4198,shoot,grenade,none,none,0.08820986747741699,False,True
1678870460.065787,4198,shoot,reload,none,none,0.16554903984069824,False,True
1678870460.1509132,4198,shoot,shoot,none,none,0.06711602210998535,True,True
1678870460.2141616,4198,shoot,grenade,none,none,0.04391789436340332,False,True
1678870460.3070369,4198,shoot,shoot,none,none,0.07438254356384277,True,True
1678870460.3984525,4198,invalid,shoot,none,none,0.06891274452209473,False,True
1678870548.4180272,4240,None,grenade,none,none,28.015000820159912,False,True
1678870552.6020598,4240,None,reload,none,none,4.159822463989258,False,True
1678870556.4740617,4240,None,shield,none,none,3.854410171508789,False,True
1678870560.498116,4240,None,shoot,none,none,4.005895614624023,False,True
1678870564.5569637,4240,None,shield,none,none,4.041275262832642,False,True
1678870568.5140524,4240,None,shoot,none,none,3.9374406337738037,False,True
1678870572.6500366,4240,None,reload,none,none,4.116504907608032,False,True
1678870576.6900942,4240,None,shield,none,none,4.021524429321289,False,True
1678870580.6221728,4240,None,shoot,none,none,3.913989305496216,False,True
1678870584.4287858,4240,None,reload,none,none,3.7881641387939453,False,True
1678870588.4982712,4240,None,shield,none,none,4.041661262512207,False,True
1678870592.41825,4240,None,reload,none,none,3.8934919834136963,False,True
1678870596.453283,4240,None,shoot,none,none,4.014419794082642,False,True
1678871520.4818475,4065,None,None,None,None,60.00170087814331,True,True
1678871696.7741113,7051,None,None,None,None,60.00177550315857,True,True
1678871959.8384457,3434,None,None,None,None,60.00171995162964,True,True
1678872019.8638525,3434,None,None,None,None,60.003363370895386,True,True
1678872079.8818078,3434,None,None,None,None,60.001384973526,True,True
1678872139.9000752,3434,None,None,None,None,60.001293897628784,True,True
1678872199.9176602,3434,None,None,None,None,60.00126361846924,True,True
1678872259.9354057,3434,None,None,None,None,60.001328229904175,True,True
1678872319.953536,3434,None,None,None,None,60.0012571811676,True,True
1678872379.971646,3434,None,None,None,None,60.00128746032715,True,True
1678872439.9898064,3434,None,None,None,None,60.001760959625244,True,True
1678872500.0078902,3434,None,None,None,None,60.001293659210205,True,True
1678872560.0259364,3434,None,None,None,None,60.0013062953949,True,True
1678872620.0441103,3434,None,None,None,None,60.00135564804077,True,True
1678872680.062321,3434,None,None,None,None,60.001269817352295,True,True
1678872740.0803447,3434,None,None,None,None,60.00131821632385,True,True
1678872800.1052082,3434,None,None,None,None,60.00128626823425,True,True
1678872860.1231084,3434,None,None,None,None,60.00163221359253,True,True
